Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,,,Predicted Price
Air India,6/06/2019,Kolkata,Banglore,CCU ? JAI ? BOM ? BLR,08:20,11:10 07 Jun,26h 50m,2 stops,No info,,,1.12E+04
Air India,21/05/2019,Delhi,Cochin,DEL ? BLR ? COK,06:10,23:00,16h 50m,1 stop,No info,,,8.31E+03
Jet Airways,27/04/2019,Banglore,Delhi,BLR ? DEL,06:00,08:45,2h 45m,non-stop,No info,,,5.20E+03
Air India,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,09:25,18:30,9h 5m,1 stop,No info,,,7.25E+03
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,04:25 22 May,10h 10m,1 stop,In-flight meal not included,,,1.40E+04
Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,19:00,16h 45m,1 stop,No info,,,1.11E+04
Air India,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,09:25,07:55 25 Mar,22h 30m,1 stop,No info,,,9.04E+03
SpiceJet,21/05/2019,Chennai,Kolkata,MAA ? CCU,09:45,12:00,2h 15m,non-stop,No info,,,3.56E+03
IndiGo,21/03/2019,Delhi,Cochin,DEL ? HYD ? COK,04:55,16:10,11h 15m,1 stop,No info,,,6.85E+03
SpiceJet,9/06/2019,Banglore,Delhi,BLR ? DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,,,3.70E+03
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,04:25 22 Mar,19h 25m,1 stop,In-flight meal not included,,,1.01E+04
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,04:25 13 Jun,22h 55m,2 stops,No info,,,1.24E+04
Multiple carriers,3/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,09:45,21:20,11h 35m,2 stops,No info,,,1.16E+04
Vistara,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,10:45 25 May,17h 45m,1 stop,No info,,,9.91E+03
Air India,15/06/2019,Delhi,Cochin,DEL ? COK,14:10,17:10,3h,non-stop,No info,,,5.80E+03
Air India,15/05/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,11:10 16 May,23h 10m,2 stops,No info,,,1.05E+04
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,10:55 07 Jun,25h 20m,1 stop,No info,,,1.11E+04
IndiGo,27/04/2019,Delhi,Cochin,DEL ? HYD ? COK,06:50,12:10,5h 20m,1 stop,No info,,,5.66E+03
Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? IXU ? BOM ? COK,17:50,01:35 07 Mar,7h 45m,2 stops,No info,,,2.33E+04
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,08:15 02 May,23h 50m,1 stop,In-flight meal not included,,,1.00E+04
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,22:35,6h 5m,1 stop,In-flight meal not included,,,1.40E+04
Air India,6/06/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,07:40 07 Jun,14h 25m,2 stops,No info,,,1.24E+04
Jet Airways,3/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:30,12:35 04 Jun,17h 5m,2 stops,No info,,,1.13E+04
Jet Airways,6/03/2019,Mumbai,Hyderabad,BOM ? DEL ? HYD,16:00,16:50 07 Mar,24h 50m,1 stop,No info,,,1.98E+04
Air Asia,6/04/2019,Banglore,Delhi,BLR ? DEL,04:55,07:45,2h 50m,non-stop,No info,,,4.32E+03
IndiGo,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,01:30 28 Jun,10h 30m,1 stop,No info,,,6.05E+03
Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,01:30 07 Jun,7h 15m,1 stop,No info,,,1.35E+04
IndiGo,18/05/2019,Chennai,Kolkata,MAA ? CCU,13:15,15:35,2h 20m,non-stop,No info,,,3.64E+03
SpiceJet,24/03/2019,Kolkata,Banglore,CCU ? BLR,09:00,11:30,2h 30m,non-stop,No info,,,4.90E+03
Air India,15/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,07:40 16 Jun,19h 40m,2 stops,No info,,,9.54E+03
IndiGo,12/03/2019,Kolkata,Banglore,CCU ? BLR,15:20,17:55,2h 35m,non-stop,No info,,,4.68E+03
IndiGo,1/04/2019,Mumbai,Hyderabad,BOM ? HYD,12:00,13:30,1h 30m,non-stop,No info,,,2.75E+03
SpiceJet,27/04/2019,Delhi,Cochin,DEL ? MAA ? COK,15:45,22:05,6h 20m,1 stop,No info,,,5.87E+03
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,09:45 25 May,16h 45m,1 stop,No info,,,1.32E+04
Air India,1/04/2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,07:00,01:20 02 Apr,18h 20m,2 stops,No info,,,1.18E+04
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,19:50 16 May,27h 20m,1 stop,In-flight meal not included,,,1.10E+04
Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM ? HYD,02:55,04:20,1h 25m,non-stop,No info,,,4.97E+03
Jet Airways,01/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,22:50,08:15 02 Mar,9h 25m,1 stop,No info,,,2.95E+04
IndiGo,18/05/2019,Banglore,Delhi,BLR ? DEL,00:30,03:25,2h 55m,non-stop,No info,,,3.96E+03
IndiGo,09/03/2019,Banglore,New Delhi,BLR ? GOI ? DEL,15:15,20:25,5h 10m,1 stop,No info,,,8.16E+03
Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? IXU ? BOM ? COK,17:50,01:30 10 May,7h 40m,2 stops,No info,,,1.81E+04
IndiGo,12/03/2019,Kolkata,Banglore,CCU ? BLR,22:10,00:55 13 Mar,2h 45m,non-stop,No info,,,4.39E+03
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,12:35,6h 35m,1 stop,No info,,,1.09E+04
Air India,24/05/2019,Kolkata,Banglore,CCU ? HYD ? BLR,19:00,11:05 25 May,16h 5m,1 stop,No info,,,6.31E+03
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,14:25 10 May,28h 50m,1 stop,No info,,,1.06E+04
Multiple carriers,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,21:00,13h,1 stop,No info,,,1.15E+04
Air India,06/03/2019,Banglore,New Delhi,BLR ? BOM ? BHO ? DEL,08:50,23:25,14h 35m,2 stops,No info,,,1.37E+04
IndiGo,6/06/2019,Banglore,Delhi,BLR ? DEL,16:55,19:55,3h,non-stop,No info,,,4.83E+03
Multiple carriers,9/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,15:05,01:30 10 Jun,10h 25m,2 stops,No info,,,1.59E+04
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,19:00 22 May,19h 55m,2 stops,No info,,,1.51E+04
Air India,9/05/2019,Kolkata,Banglore,CCU ? JAI ? BOM ? BLR,08:20,21:50,13h 30m,2 stops,No info,,,1.10E+04
Vistara,15/04/2019,Banglore,Delhi,BLR ? DEL,07:00,09:40,2h 40m,non-stop,No info,,,5.48E+03
Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,21:00,11h,1 stop,No info,,,1.18E+04
IndiGo,24/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,01:30 25 May,14h 5m,1 stop,No info,,,6.73E+03
Jet Airways,3/03/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,05:25,04:25 04 Mar,23h,2 stops,No info,,,1.87E+04
Air India,27/05/2019,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,05:15,19:15 28 May,38h,3 stops,No info,,,1.06E+04
Air India,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,19:15,6h 15m,1 stop,No info,,,1.45E+04
IndiGo,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,10:45,15:30,4h 45m,1 stop,No info,,,7.95E+03
Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,12:50,19:15,6h 25m,1 stop,No info,,,8.39E+03
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,06:45,04:25 07 Jun,21h 40m,2 stops,In-flight meal not included,,,1.32E+04
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? HYD ? COK,07:05,16:10,9h 5m,1 stop,No info,,,9.53E+03
Air India,15/06/2019,Delhi,Cochin,DEL ? COK,18:05,21:10,3h 5m,non-stop,No info,,,6.16E+03
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,13:25,12:35 28 Jun,23h 10m,2 stops,No info,,,1.27E+04
IndiGo,12/05/2019,Kolkata,Banglore,CCU ? PAT ? BLR,09:20,14:15,4h 55m,1 stop,No info,,,1.10E+04
Air India,18/05/2019,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,08:55 19 May,16h 10m,2 stops,No info,,,1.49E+04
IndiGo,27/03/2019,Mumbai,Hyderabad,BOM ? HYD,02:30,04:00,1h 30m,non-stop,No info,,,2.95E+03
IndiGo,24/05/2019,Banglore,Delhi,BLR ? DEL,16:55,19:55,3h,non-stop,No info,,,4.83E+03
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,13:55,20:40,6h 45m,1 stop,No info,,,1.17E+04
Jet Airways,21/06/2019,Banglore,Delhi,BLR ? DEL,06:00,08:45,2h 45m,non-stop,In-flight meal not included,,,7.61E+03
IndiGo,03/03/2019,Banglore,New Delhi,BLR ? DEL,23:30,02:20 07 Mar,2h 50m,non-stop,No info,,,6.24E+03
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,12:35 28 May,13h 30m,2 stops,No info,,,1.51E+04
IndiGo,24/06/2019,Banglore,Delhi,BLR ? DEL,21:15,00:15 25 Jun,3h,non-stop,No info,,,3.95E+03
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,23:35,7h 5m,1 stop,No info,,,1.25E+04
Multiple carriers,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,19:15,11h 45m,1 stop,No info,,,1.50E+04
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,19:00,6h,1 stop,No info,,,1.06E+04
Air India,12/06/2019,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,07:00,05:25 13 Jun,22h 25m,2 stops,No info,,,1.29E+04
Vistara,21/05/2019,Banglore,Delhi,BLR ? DEL,11:30,14:20,2h 50m,non-stop,No info,,,4.71E+03
Air Asia,15/05/2019,Delhi,Cochin,DEL ? BLR ? COK,07:55,22:25,14h 30m,1 stop,No info,,,7.49E+03
Vistara,1/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,23:25,6h 25m,1 stop,No info,,,8.77E+03
SpiceJet,3/06/2019,Banglore,Delhi,BLR ? DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,,,3.67E+03
Multiple carriers,9/04/2019,Delhi,Cochin,DEL ? HYD ? COK,09:45,00:55 10 Apr,15h 10m,1 stop,No info,,,1.19E+04
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,16:20 07 May,19h 10m,1 stop,In-flight meal not included,,,1.14E+04
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,19:50,5h 45m,1 stop,In-flight meal not included,,,1.38E+04
GoAir,03/03/2019,Banglore,New Delhi,BLR ? DEL,07:45,10:40,2h 55m,non-stop,No info,,,7.29E+03
IndiGo,27/03/2019,Delhi,Cochin,DEL ? HYD ? COK,11:55,22:20,10h 25m,1 stop,No info,,,6.89E+03
Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,19:15,04:25 04 Jun,9h 10m,1 stop,No info,,,1.09E+04
Air India,1/03/2019,Delhi,Cochin,DEL ? MAA ? COK,20:40,09:25 02 Mar,12h 45m,1 stop,No info,,,2.26E+04
Vistara,9/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:20,20:20 10 May,24h,1 stop,No info,,,8.37E+03
Air India,21/03/2019,Banglore,New Delhi,BLR ? HYD ? VGA ? DEL,08:15,22:55,14h 40m,2 stops,No info,,,8.93E+03
SpiceJet,15/03/2019,Kolkata,Banglore,CCU ? BLR,06:55,09:35,2h 40m,non-stop,No info,,,4.01E+03
IndiGo,15/03/2019,Banglore,New Delhi,BLR ? DEL,07:10,10:05,2h 55m,non-stop,No info,,,6.28E+03
Air India,21/04/2019,Delhi,Cochin,DEL ? BLR ? COK,09:45,08:15 22 Apr,22h 30m,1 stop,No info,,,7.88E+03
IndiGo,1/04/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,21:00,5h,1 stop,No info,,,5.61E+03
IndiGo,9/03/2019,Delhi,Cochin,DEL ? HYD ? COK,06:40,22:20,15h 40m,1 stop,No info,,,9.17E+03
Jet Airways,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,23:05,04:25 07 Mar,5h 20m,1 stop,In-flight meal not included,,,1.49E+04
Air India,12/03/2019,Banglore,New Delhi,BLR ? BOM ? IXC ? DEL,17:25,13:55 13 Mar,20h 30m,2 stops,No info,,,1.25E+04
Air India,1/06/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,09:45,09:25 02 Jun,23h 40m,2 stops,No info,,,1.11E+04
Vistara,1/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,23:25,16h 15m,1 stop,No info,,,8.46E+03
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,04:25 13 Jun,22h 55m,2 stops,No info,,,1.24E+04
Vistara,6/03/2019,Mumbai,Hyderabad,BOM ? DEL ? HYD,14:40,22:55,8h 15m,1 stop,No info,,,1.27E+04
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,18:00,8h 25m,1 stop,In-flight meal not included,,,1.29E+04
Air India,24/05/2019,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,09:50,08:55 25 May,23h 5m,2 stops,No info,,,1.47E+04
Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,12:00 02 Apr,19h 30m,1 stop,No info,,,8.97E+03
Air India,18/03/2019,Banglore,New Delhi,BLR ? BOM ? IDR ? DEL,08:50,11:10 16 Mar,26h 20m,2 stops,No info,,,1.09E+04
IndiGo,21/05/2019,Kolkata,Banglore,CCU ? HYD ? BLR,15:15,20:30,5h 15m,1 stop,No info,,,5.88E+03
Vistara,9/05/2019,Banglore,Delhi,BLR ? DEL,21:00,23:50,2h 50m,non-stop,No info,,,4.69E+03
SpiceJet,6/03/2019,Chennai,Kolkata,MAA ? CCU,08:20,10:35,2h 15m,non-stop,No info,,,7.21E+03
Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,01:30 19 May,12h 30m,1 stop,No info,,,1.02E+04
Jet Airways,09/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:00,09:10 13 Mar,25h 10m,1 stop,In-flight meal not included,,,1.03E+04
IndiGo,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,01:30 19 May,14h 5m,1 stop,No info,,,7.08E+03
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,14:25 07 Jun,21h 25m,1 stop,No info,,,1.10E+04
Jet Airways,21/03/2019,Mumbai,Hyderabad,BOM ? HYD,15:50,17:20,1h 30m,non-stop,In-flight meal not included,,,4.42E+03
Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:15,8h 40m,1 stop,No info,,,8.62E+03
IndiGo,9/06/2019,Kolkata,Banglore,CCU ? HYD ? BLR,15:15,20:05,4h 50m,1 stop,No info,,,5.07E+03
IndiGo,24/04/2019,Banglore,Delhi,BLR ? DEL,08:30,11:20,2h 50m,non-stop,No info,,,5.07E+03
Air India,6/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,20:25,10h 25m,1 stop,No info,,,1.02E+04
Air India,9/05/2019,Kolkata,Banglore,CCU ? VNS ? DEL ? BLR,14:30,08:55 10 May,18h 25m,2 stops,No info,,,1.39E+04
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,16:20,9h 50m,1 stop,In-flight meal not included,,,1.38E+04
Air India,3/03/2019,Mumbai,Hyderabad,BOM ? HYD,15:00,16:25,1h 25m,non-stop,No info,,,8.78E+03
Air India,9/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,07:40 10 Jun,19h 40m,2 stops,No info,,,9.14E+03
SpiceJet,3/06/2019,Delhi,Cochin,DEL ? MAA ? COK,15:45,22:05,6h 20m,1 stop,No info,,,7.30E+03
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,16:20,9h 50m,1 stop,In-flight meal not included,,,1.18E+04
Jet Airways,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,04:25 10 Jun,10h 10m,1 stop,In-flight meal not included,,,1.07E+04
Air India,15/05/2019,Kolkata,Banglore,CCU ? BBI ? BLR,09:10,13:15,4h 5m,1 stop,No info,,,8.90E+03
Air India,06/03/2019,Banglore,New Delhi,BLR ? MAA ? DEL,11:50,11:35 07 Mar,23h 45m,1 stop,No info,,,1.40E+04
Jet Airways,18/05/2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,In-flight meal not included,,,6.57E+03
Air India,21/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,19:10,10:15 19 Mar,15h 5m,1 stop,No info,,,6.54E+03
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,19:00,16h 45m,1 stop,In-flight meal not included,,,1.15E+04
Air India,06/03/2019,Banglore,New Delhi,BLR ? BOM ? BHO ? DEL,06:45,23:25,16h 40m,2 stops,No info,,,1.27E+04
IndiGo,27/05/2019,Chennai,Kolkata,MAA ? CCU,05:15,07:40,2h 25m,non-stop,No info,,,3.72E+03
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,19:00 16 Jun,28h,1 stop,In-flight meal not included,,,1.04E+04
Vistara,24/03/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:55,10:50 25 Mar,24h 55m,1 stop,No info,,,1.34E+04
Air Asia,21/05/2019,Delhi,Cochin,DEL ? BLR ? COK,20:45,07:10 22 May,10h 25m,1 stop,No info,,,7.72E+03
Air India,15/06/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,13:15,07:40 16 Jun,18h 25m,2 stops,No info,,,1.25E+04
Jet Airways,1/04/2019,Banglore,Delhi,BLR ? DEL,08:20,11:20,3h,non-stop,No info,,,6.55E+03
Air India,27/05/2019,Banglore,Delhi,BLR ? DEL,21:05,23:55,2h 50m,non-stop,No info,,,5.36E+03
SpiceJet,15/03/2019,Mumbai,Hyderabad,BOM ? HYD,05:45,07:05,1h 20m,non-stop,No info,,,2.44E+03
SpiceJet,24/03/2019,Banglore,New Delhi,BLR ? DEL,05:45,08:35,2h 50m,non-stop,No info,,,4.03E+03
IndiGo,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,20:25,01:30 04 Jun,5h 5m,1 stop,No info,,,6.32E+03
Jet Airways,15/04/2019,Banglore,Delhi,BLR ? DEL,19:50,22:50,3h,non-stop,In-flight meal not included,,,6.63E+03
Multiple carriers,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,12:55,6h 55m,1 stop,No info,,,1.57E+04
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,18:15 13 May,28h 10m,1 stop,In-flight meal not included,,,1.04E+04
Air Asia,18/05/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,15:10,23:30,8h 20m,2 stops,No info,,,5.66E+03
Air India,9/06/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,19:15 10 Jun,26h,2 stops,No info,,,1.23E+04
GoAir,21/06/2019,Banglore,Delhi,BLR ? DEL,07:45,10:40,2h 55m,non-stop,No info,,,4.03E+03
Air India,9/05/2019,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,16:50,05:35 10 May,12h 45m,2 stops,No info,,,1.15E+04
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:00,9h,1 stop,No info,,,1.26E+04
Air India,18/06/2019,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,non-stop,No info,,,3.04E+03
Air India,6/06/2019,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,16:50,13:45 07 Jun,20h 55m,2 stops,No info,,,1.30E+04
IndiGo,21/04/2019,Kolkata,Banglore,CCU ? BLR,17:15,19:50,2h 35m,non-stop,No info,,,4.63E+03
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,18:15 22 May,23h 20m,1 stop,In-flight meal not included,,,1.10E+04
IndiGo,1/04/2019,Kolkata,Banglore,CCU ? HYD ? BLR,15:15,20:05,4h 50m,1 stop,No info,,,4.84E+03
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,12:00 13 May,27h 35m,1 stop,In-flight meal not included,,,1.05E+04
Jet Airways,3/06/2019,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,20:00,04:25 04 Jun,8h 25m,2 stops,No info,,,1.50E+04
Jet Airways,6/05/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,21:25,19:00 07 May,21h 35m,2 stops,No info,,,1.34E+04
Vistara,6/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,22:40,15h 30m,1 stop,No info,,,8.50E+03
Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,06:40,19:00,12h 20m,1 stop,No info,,,9.60E+03
Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,01:30 13 Jun,14h,1 stop,No info,,,1.39E+04
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,23:35 16 May,28h 40m,1 stop,In-flight meal not included,,,1.10E+04
IndiGo,27/03/2019,Delhi,Cochin,DEL ? HYD ? COK,07:35,22:20,14h 45m,1 stop,No info,,,6.97E+03
Jet Airways,01/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:00,19:10,11h 10m,1 stop,No info,,,2.57E+04
Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,22:50,21:20 16 Mar,22h 30m,1 stop,In-flight meal not included,,,1.16E+04
SpiceJet,27/03/2019,Delhi,Cochin,DEL ? BLR ? COK,16:35,22:50,6h 15m,1 stop,No info,,,6.87E+03
Air India,24/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:15,9h 15m,1 stop,No info,,,9.12E+03
IndiGo,9/06/2019,Kolkata,Banglore,CCU ? BLR,11:30,14:05,2h 35m,non-stop,No info,,,5.12E+03
IndiGo,18/05/2019,Delhi,Cochin,DEL ? HYD ? COK,07:35,12:10,4h 35m,1 stop,No info,,,5.35E+03
Jet Airways,3/05/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,,,3.38E+03
Vistara,24/03/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:55,22:55,13h,1 stop,No info,,,1.33E+04
Vistara,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,09:05 22 May,16h 5m,1 stop,No info,,,8.91E+03
Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,19:15,11h 45m,1 stop,No info,,,8.54E+03
Jet Airways,12/05/2019,Mumbai,Hyderabad,BOM ? HYD,07:05,08:30,1h 25m,non-stop,No info,,,5.55E+03
Air India,09/03/2019,Banglore,New Delhi,BLR ? VGA ? DEL,10:30,22:55,12h 25m,1 stop,No info,,,1.09E+04
Jet Airways,24/04/2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,No info,,,5.14E+03
Jet Airways,15/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,11:40,07:40 16 Mar,20h,1 stop,In-flight meal not included,,,1.04E+04
IndiGo,12/04/2019,Banglore,Delhi,BLR ? DEL,00:30,03:25,2h 55m,non-stop,No info,,,4.37E+03
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,13:55,04:25 28 Mar,14h 30m,1 stop,In-flight meal not included,,,9.59E+03
SpiceJet,9/05/2019,Banglore,Delhi,BLR ? DEL,05:55,08:35,2h 40m,non-stop,No info,,,3.57E+03
Air Asia,1/04/2019,Kolkata,Banglore,CCU ? BLR,10:20,12:55,2h 35m,non-stop,No info,,,4.08E+03
Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:55,09:10 13 Mar,24h 15m,1 stop,In-flight meal not included,,,1.18E+04
Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,22:05,12h 30m,1 stop,In-flight meal not included,,,9.68E+03
Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,21:00,12h,1 stop,No info,,,1.23E+04
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,08:15 10 May,25h 45m,1 stop,No info,,,1.11E+04
IndiGo,21/05/2019,Delhi,Cochin,DEL ? MAA ? COK,02:00,07:25,5h 25m,1 stop,No info,,,6.98E+03
SpiceJet,6/05/2019,Kolkata,Banglore,CCU ? PNQ ? BLR,08:35,17:15,8h 40m,1 stop,No info,,,6.37E+03
Jet Airways,1/04/2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,19:00 02 Apr,20h 10m,1 stop,In-flight meal not included,,,6.81E+03
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,19:40,11h 15m,1 stop,No info,,,1.17E+04
Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,01:30 02 Jun,14h,1 stop,No info,,,1.36E+04
IndiGo,24/03/2019,Banglore,New Delhi,BLR ? DEL,06:00,08:45,2h 45m,non-stop,No info,,,4.97E+03
GoAir,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:35,9h,1 stop,No info,,,6.47E+03
Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,04:45,19:15,14h 30m,1 stop,No info,,,1.29E+04
Jet Airways,9/03/2019,Mumbai,Hyderabad,BOM ? HYD,02:55,04:25,1h 30m,non-stop,No info,,,4.47E+03
SpiceJet,18/06/2019,Kolkata,Banglore,CCU ? BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,,,3.86E+03
IndiGo,1/05/2019,Kolkata,Banglore,CCU ? BLR,15:15,17:45,2h 30m,non-stop,No info,,,5.16E+03
Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,07:00,20:20,13h 20m,1 stop,No info,,,1.38E+04
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,19:00 28 Jun,23h 50m,2 stops,In-flight meal not included,,,1.29E+04
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,07:00,19:00,12h,1 stop,No info,,,1.08E+04
